code_site,libelle_site,code_station,libelle_station,type_station,coordonnee_x_station,coordonnee_y_station,code_projection,longitude_station,latitude_station,influence_locale_station,commentaire_station,altitude_ref_alti_station,code_systeme_alti_site,code_commune_station,libelle_commune,code_departement,code_region,libelle_region,code_cours_eau,libelle_cours_eau,uri_cours_eau,descriptif_station,date_maj_station,date_ouverture_station,date_fermeture_station,commentaire_influence_locale_station,code_regime_station,qualification_donnees_station,code_finalite_station,type_contexte_loi_stat_station,type_loi_station,code_sandre_reseau_station,date_debut_ref_alti_station,date_activation_ref_alti_station,date_maj_ref_alti_station,libelle_departement,en_service,geometry
O7161510,Le Lot à Espalion,O716151001,Le Lot à Espalion,STD,681822.0,6380497.0,26,2.77125906,44.523303925,2.0,,331527.0,3.0,12096,ESPALION,12,76,OCCITANIE,O---0150,Le Lot,http://id.eaufrance.fr/CEA/O---0150,,2024-12-19T00:00:00Z,1983-12-31T00:00:00Z,,,1,16,2,1.0,2.0,"['POH015', 'POH115', 'RIC004', 'RIC153', 'RIC053', 'POH034', 'RIC253', 'RIC303', 'POH901']",2024-07-12T00:00:00Z,2024-07-12T00:00:00Z,2024-12-19T00:00:00Z,AVEYRON,True,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.7712590595670097, 44.52330392533319]}"
O7175010,La Coussane à Coubisou [Cabrespine],O717501001,La Coussane à Coubisou [Cabrespine],STD,677930.0,6387008.0,26,2.721996406,44.581805532,1.0,,,,12079,COUBISOU,12,76,OCCITANIE,O7270500,La Coussane,http://id.eaufrance.fr/CEA/O7270500,,2021-05-12T00:00:00Z,1960-08-11T00:00:00Z,1973-01-01T00:00:00Z,,1,20,1 2,1.0,2.0,,,,,AVEYRON,False,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.7219964059342057, 44.58180553247791]}"
O7181510,Le Lot à Estaing,O718151001,Le Lot à Estaing,STD,673847.0,6383789.0,26,2.670734741,44.552685649,1.0,,,,12098,ESTAING,12,76,OCCITANIE,O---0150,Le Lot,http://id.eaufrance.fr/CEA/O---0150,,2021-05-12T00:00:00Z,1913-02-16T00:00:00Z,1938-01-01T00:00:00Z,,1,20,1 2,1.0,2.0,,,,,AVEYRON,False,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.6707347409484963, 44.55268564939762]}"
O7191510,Le Lot à Entraygues-sur-Truyère [amont],O719151001,Le Lot à Entraygues-sur-Truyère [amont],STD,666409.0,6392593.0,26,2.576497726,44.63162359,1.0,"Débits influencés par les dérivations de la Crueize, la Colagne, et les réserves de CASTELNAU et GOLINHAC",228000.0,3.0,12094,ENTRAYGUES-SUR-TRUYERE,12,76,OCCITANIE,O---0150,Le Lot,http://id.eaufrance.fr/CEA/O---0150,,2025-04-16T00:00:00Z,1971-12-31T00:00:00Z,,,1,20,1 2,1.0,2.0,"['POH015', 'POH115', 'RIC053', 'POH034', 'RIC303', 'POH901']",2024-07-12T00:00:00Z,2024-07-12T00:00:00Z,2024-08-05T00:00:00Z,AVEYRON,True,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.5764977258599036, 44.63162358960966]}"
O7220001,Le ruisseau de Glassac à Pierrefiche [Source de Glassac],O722000101,Le ruisseau de Glassac à Pierrefiche [Source de Glassac] - Station de Glassac,STD,695562.0,6371952.0,26,2.944230692,44.446603906,0.0,,,,12182,PIERREFICHE,12,76,OCCITANIE,O7220710,Ruisseau de Glassac,http://id.eaufrance.fr/CEA/O7220710,Station de Glassac,2025-02-26T00:00:00Z,2003-04-25T00:00:00Z,,,1,16,5 7,,,['500000015'],,,,AVEYRON,True,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.944230692081932, 44.44660390601711]}"
O7234031,Le Lot à Lassouts [Castelnau - EDF],O723403101,Le Lot à Lassouts [Castelnau - EDF],STD,642769.0,1945147.0,5,2.874034125,44.505988136,3.0,LES VALEURS PUBLIEES REPRESENTENT LES DEBITS REELS DU LOT ET LES DEBITS DERIVES DU MOSSAU ENTRANT DANS LA RESERVE DE CASTELNAU INFLUENCES PAR LES DERIVATIONS DE LA COLAGNE ET DE LA CRUEIZE ET LES VARIATIONS DE RESERVE DE LA RETENUE DE CHARPAL. Données produites par EDF-DTG.,,,12124,LASSOUTS,12,76,OCCITANIE,O---0150,Le Lot,http://id.eaufrance.fr/CEA/O---0150,,2024-06-25T00:00:00Z,1948-01-01T00:00:00Z,,,1,16,,,,,,,,AVEYRON,True,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.8740341253603496, 44.50598813576589]}"
O7234032,Le Lot à Lassouts [QNR Castelnau - EDF],O723403201,Le Lot à Lassouts [QNR Castelnau - EDF],STD,642769.0,1945147.0,5,2.874034125,44.505988136,,"Les valeurs publiées représentent les débits naturels du Lot à Castelnau et ceux du Mossau dérivés à la prise qui ne sont pas calculés séparément. Ces débits sont assimilés aux débits naturels du Lot à Castelnau pour le bassin versant de 1650 km2 qui se décompose comme suit : le Lot à Castelnau: 1593 km2, le Mossau à la prise : 57km2. Mode de calcul : ces débits sont obtenus seulement en moyennes journalières par la somme algébrique suivante : débits entrant dans la réserve de Castelnau + débits dérivés de la Colagne et de la Crueize aux prises + variations de réserve de Charpal.  Les donnée sont disponibles au pas de temps mensuel à partir du 01/01/1951, et au pas de temps journalier à partir du 01/01/1981. Données produites par EDF-DTG.",,,12124,LASSOUTS,12,76,OCCITANIE,O---0150,Le Lot,http://id.eaufrance.fr/CEA/O---0150,,2024-06-25T00:00:00Z,1951-01-01T00:00:00Z,,,1,16,,,,,,,,AVEYRON,True,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.8740341253603496, 44.50598813576589]}"
O7540002,Le Bès à Saint-Juéry [EDF],O754000201,Le Bès à Saint-Juéry [EDF],STD,706919.0,6414072.0,26,3.087533058,44.825774669,0.0,LES DEBITS PUBLIES REPRESENTENT LES DEBITS NATURELS DU BES A SAINT JUERY. Données produites par EDF-DTG.,,,12233,SAINT-JUERY,12,76,OCCITANIE,O75-0400,Le Bès,http://id.eaufrance.fr/CEA/O75-0400,,2024-01-05T00:00:00Z,1956-01-01T00:00:00Z,,,1,16,,,,,,,,AVEYRON,True,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [3.0875330581830447, 44.825774668623005]}"
O7622510,La Truyère à Brommat [La Cadène],O762251001,La Truyère à Brommat [La Cadène],STD,676823.0,6410006.0,26,2.706977243,44.788814963,1.0,,,,12036,BROMMAT,12,76,OCCITANIE,O7--0250,La Truyère,http://id.eaufrance.fr/CEA/O7--0250,,2021-05-12T00:00:00Z,1914-01-01T00:00:00Z,1932-07-01T00:00:00Z,,1,20,1 2,1.0,2.0,,,,,AVEYRON,False,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.7069772425295193, 44.78881496259323]}"
O7625210,L'Ondes à Saint-Symphorien-de-Thénières,O762521001,L'Ondes à Saint-Symphorien-de-Thénières,STD,676901.0,6406642.0,26,2.708120584,44.758531314,1.0,,,,12250,SAINT-SYMPHORIEN-DE-THENIERES,12,76,OCCITANIE,O7720520,Ruisseau des Ondes,http://id.eaufrance.fr/CEA/O7720520,,2021-05-12T00:00:00Z,1960-12-31T00:00:00Z,1980-09-20T00:00:00Z,,1,20,1 2,1.0,2.0,,,,,AVEYRON,False,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.7081205841485283, 44.75853131350846]}"
O7635020,La Bromme à Brommat [AE],O763502001,La Bromme à Brommat [AE],STD,674726.0,6414741.0,26,2.680223085,44.831371631,1.0,,,,12036,BROMMAT,12,76,OCCITANIE,O7730500,La Bromme,http://id.eaufrance.fr/CEA/O7730500,,2021-05-12T00:00:00Z,1922-01-01T00:00:00Z,1942-01-01T00:00:00Z,,1,20,1 2,1.0,2.0,,,,,AVEYRON,False,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.6802230849249113, 44.83137163111627]}"
O7646110,Le Selves [ou Couzou] à Florentin-la-Capelle,O764611001,Le Selves [ou Couzou] à Florentin-la-Capelle,STD,671732.0,6396098.0,26,2.643407485,44.663414366,1.0,,,,12103,FLORENTIN-LA-CAPELLE,12,76,OCCITANIE,O7780500,La Selves,http://id.eaufrance.fr/CEA/O7780500,,2021-05-12T00:00:00Z,1963-01-01T00:00:00Z,1967-01-01T00:00:00Z,,1,20,1 2,1.0,2.0,,,,,AVEYRON,False,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.643407485386329, 44.66341436592175]}"
O7664010,Le Goul à Saint-Hippolyte [La rivière],O766401001,Le Goul à Saint-Hippolyte [La rivière],STD,665590.0,6401329.0,26,2.565566338,44.710230608,1.0,,,,12226,SAINT-HIPPOLYTE,12,76,OCCITANIE,O77-0400,Le Goul,http://id.eaufrance.fr/CEA/O77-0400,,2021-05-12T00:00:00Z,1930-01-01T00:00:00Z,1942-01-01T00:00:00Z,,1,20,1 2,1.0,2.0,,,,,AVEYRON,False,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.5655663379214872, 44.7102306075862]}"
O7685010,Le Selves à Campouriez [Louradiol],O768501001,Le Selves à Campouriez [Louradiol],STD,673384.0,6396022.0,26,2.664250797,44.662795365,1.0,,,,12048,CAMPOURIEZ,12,76,OCCITANIE,O7780500,La Selves,http://id.eaufrance.fr/CEA/O7780500,,2021-05-12T00:00:00Z,1934-01-01T00:00:00Z,1947-06-01T00:00:00Z,,1,20,1 2,1.0,2.0,,,,,AVEYRON,False,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.664250797489996, 44.66279536452736]}"
O7692510,La Truyère à Entraygues-sur-Truyère,O769251001,La Truyère à Entraygues-sur-Truyère,STD,665630.0,6394614.0,26,2.566536721,44.649779664,1.0,"Débits influencés par les dérivations de la Crueize et de la Colagne, les réserves de GRANDVAL, LANAU, SARRANS, COUESQUE, LA LARTHE, LARDIT, et MONTEZIC",,,12094,ENTRAYGUES-SUR-TRUYERE,12,76,OCCITANIE,O7--0250,La Truyère,http://id.eaufrance.fr/CEA/O7--0250,,2021-05-12T00:00:00Z,1972-01-01T00:00:00Z,1992-01-01T00:00:00Z,,1,20,1 2,1.0,2.0,,,,,AVEYRON,False,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.566536721018002, 44.64977966431952]}"
O7692511,La Truyère à Sainte-Geneviève-sur-Argence [Sarrans EDF - QNR],O769251101,La Truyère à Sainte-Geneviève-sur-Argence [Sarrans EDF - QNR],STD,631934.0,1980984.0,5,2.740183799,44.828874123,,LES VALEURS PUBLIEES REPRESENTENT LES DEBITS NATURELS RECONSTITUES DE LA TRUYERE A SARRANS.(ELLES REPRESENTENT EN FAIT LES DEBITS NATURELS DE LA TRUYERE A SARRANS (BV 2370 Km2) AUGMENTES DES DEBITS DERIVES DE L'ARGENCE ET DU CANTOINET AUX PRISES (BV 92 Km2) QUI NE SONT PAS CALCULES SEPAREMENT. POINT DE MESURE RATTACHE AU RESEAU DE MESURE HYDROMETRIQUE NATIONAL DE BASE. Données produites par EDF-DTG.,,,12223,ARGENCES EN AUBRAC,12,76,OCCITANIE,O7--0250,La Truyère,http://id.eaufrance.fr/CEA/O7--0250,,2024-01-05T00:00:00Z,1934-01-01T00:00:00Z,,Attention: il s'agit d'un débit naturel reconstitué (QNR),1,16,,,,,,,,AVEYRON,True,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.7401837985241424, 44.828874122821546]}"
O7701510,Le Lot à Entraygues-sur-Truyère [aval],O770151001,Le Lot à Entraygues-sur-Truyère [aval],STD,663248.0,6394286.0,26,2.536520658,44.646705033,1.0,"Station remplacée par Entraygues Roquepailhol. Débits influencés par les dérivations de la Crueize, de la Colagne, les réserves de CASTELNAU, GOLINHAC, GRANDVAL, LANAU, SARRANS, COUESQUE, LA BARTHE, LARDIT, et MONTEZIC",,,12094,ENTRAYGUES-SUR-TRUYERE,12,76,OCCITANIE,O---0150,Le Lot,http://id.eaufrance.fr/CEA/O---0150,,2020-06-26T00:00:00Z,1918-01-01T00:00:00Z,2003-01-01T00:00:00Z,,1,20,2 1,1.0,2.0,,,,,AVEYRON,False,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.536520658335662, 44.64670503318245]}"
O7701540,Le Lot à Entraygues-sur-Truyère,O770154001,Le Lot à Entraygues-sur-Truyère - HE,STD,665129.0,6393407.0,26,2.560303165,44.638888654,2.0,,220405.0,3.0,12094,ENTRAYGUES-SUR-TRUYERE,12,76,OCCITANIE,O---0150,Le Lot,http://id.eaufrance.fr/CEA/O---0150,HE,2025-04-16T00:00:00Z,1983-02-22T00:00:00Z,,,1,16,2,1.0,2.0,"['POH015', 'POH115', 'RIC004', 'RIC103', 'RIC053', 'POH034', 'RIC253', 'RIC303', 'POH901']",2024-07-12T00:00:00Z,2024-07-12T00:00:00Z,2025-04-16T00:00:00Z,AVEYRON,True,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.560303164771795, 44.638888653841484]}"
O7701540,Le Lot à Entraygues-sur-Truyère,O770154002,Le Lot à Entraygues-sur-Truyère - Roquepailhols,STD,664996.0,6393425.0,26,2.558624902,44.639044019,2.0,Station remplaçant celle de Entraygues Aval,232000.0,3.0,12094,ENTRAYGUES-SUR-TRUYERE,12,76,OCCITANIE,O---0150,Le Lot,http://id.eaufrance.fr/CEA/O---0150,Roquepailhols,2025-04-16T00:00:00Z,2003-01-01T00:00:00Z,,,1,16,1 5,1.0,2.0,"['POH015', 'POH115', 'BSH002', 'BSH059', 'POH034', 'POH901', 'BSH102', 'BSH159']",2024-07-12T00:00:00Z,2024-07-12T00:00:00Z,2025-04-16T00:00:00Z,AVEYRON,True,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.5586249019569647, 44.63904401921899]}"
O7730001,La Bromme à Brommat [EDF],O773000101,La Bromme à Brommat [EDF],STD,627522.0,1980636.0,5,2.684400192,44.825933485,1.0,LES VALEURS PUBLIEES REPRESENTENT LES DEBITS NATURELS DE LA BROMME A BROMMAT. Données produites par EDF-DTG.,,,12036,BROMMAT,12,76,OCCITANIE,O7730500,La Bromme,http://id.eaufrance.fr/CEA/O7730500,,2024-01-05T00:00:00Z,1922-01-01T00:00:00Z,,,1,16,,,,,,,,AVEYRON,True,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.6844001916476947, 44.825933484958206]}"
O7814010,Le Dourdou à Bozouls,O781401001,Le Dourdou à Bozouls,STD,678139.0,6372683.0,26,2.725256879,44.452856087,1.0,,,,12033,BOZOULS,12,76,OCCITANIE,O80-0400,Le Dourdou de Conques,http://id.eaufrance.fr/CEA/O80-0400,,2021-05-12T00:00:00Z,1978-09-01T00:00:00Z,2004-09-17T00:00:00Z,,1,20,1 2,1.0,2.0,,,,,AVEYRON,False,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.725256879275619, 44.45285608685723]}"
O7834010,Le Dourdou à Nauviale,O783401001,Le Dourdou à Nauviale,STD,655263.0,6379872.0,26,2.437120715,44.516479118,1.0,,,,12171,NAUVIALE,12,76,OCCITANIE,O80-0400,Le Dourdou de Conques,http://id.eaufrance.fr/CEA/O80-0400,,2021-05-12T00:00:00Z,1972-07-20T00:00:00Z,1974-01-27T00:00:00Z,,1,20,1 2,1.0,2.0,,,,,AVEYRON,False,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.437120715325248, 44.516479117540065]}"
O7854010,Le Dourdou [de Conques] à Saint-Cyprien-sur-Dourdou,O785401001,Le Dourdou [de Conques] à Saint-Cyprien-sur-Dourdou,STD,653050.0,6383506.0,26,2.408935599,44.549046968,2.0,,233750.0,3.0,12218,SAINT-CYPRIEN-SUR-DOURDOU,12,76,OCCITANIE,O80-0400,Le Dourdou de Conques,http://id.eaufrance.fr/CEA/O80-0400,,2024-07-15T00:00:00Z,1986-04-23T00:00:00Z,,,1,16,2,1.0,2.0,"['POH015', 'POH115', 'POH034', 'POH901']",2024-07-15T00:00:00Z,2024-07-15T00:00:00Z,2024-07-15T00:00:00Z,AVEYRON,True,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.408935599144441, 44.549046967558894]}"
O7874010,Le Dourdou [de Conques] à Conques,O787401001,Le Dourdou [de Conques] à Conques,STD,652469.0,6387741.0,26,2.401217244,44.587131694,1.0,,223000.0,2.0,12076,CONQUES-EN-ROUERGUE,12,76,OCCITANIE,O80-0400,Le Dourdou de Conques,http://id.eaufrance.fr/CEA/O80-0400,,2023-04-21T00:00:00Z,1974-11-01T00:00:00Z,,,1,20,1 2,1.0,2.0,"['BSH102', 'BSH159', 'POH015', 'POH034', 'POH115', 'POH901', 'RIC053', 'RIC303']",1974-11-01T00:00:00Z,2013-11-18T00:00:00Z,2022-02-16T00:00:00Z,AVEYRON,True,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.4012172444784414, 44.58713169424746]}"
O7894010,Le Dourdou à Grand-Vabre,O789401001,Le Dourdou à Grand-Vabre,STD,648917.0,6392757.0,26,2.355956629,44.632035499,1.0,,,,12114,GRAND-VABRE,12,76,OCCITANIE,O80-0400,Le Dourdou de Conques,http://id.eaufrance.fr/CEA/O80-0400,,2021-05-12T00:00:00Z,1968-01-01T00:00:00Z,1974-11-01T00:00:00Z,,1,20,1 2,1.0,2.0,,,,,AVEYRON,False,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.3559566293159424, 44.632035498744756]}"
O7911510,Le Lot à Livinhac-le-Haut,O791151001,Le Lot à Livinhac-le-Haut,STD,638989.0,6387551.0,26,2.231432667,44.584370594,1.0,"Débits influencés par les réserves de CASTELNAU, GOLINHAC, GRANDVAL, LANAU, SARRANS, COUESQUE, LA BARTHE, LARDIT, MONTEZIC. Station mise hors service le 01/06/2008. Cause : barrage à clapets en aval sous le pont.",,,12130,LIVINHAC-LE-HAUT,12,76,OCCITANIE,O---0150,Le Lot,http://id.eaufrance.fr/CEA/O---0150,,2021-01-19T00:00:00Z,1961-12-31T00:00:00Z,2008-06-01T00:00:00Z,,1,20,2 1,1.0,2.0,"['POH015', 'POH115', 'POH034', 'POH901', 'RIC053']",,,,AVEYRON,False,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.231432667038519, 44.58437059408277]}"
O7944020,Le Riou Mort à Viviez [2],O794402001,Le Riou Mort à Viviez [2] - 1,STD,637026.0,6385874.0,26,2.206918188,44.569099488,1.0,,,,12305,VIVIEZ,12,76,OCCITANIE,O81-0400,Riou Mort,http://id.eaufrance.fr/CEA/O81-0400,1,2021-05-12T00:00:00Z,1968-01-01T00:00:00Z,1974-08-01T00:00:00Z,,1,20,1 2,1.0,2.0,,,,,AVEYRON,False,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.2069181876867985, 44.569099488021855]}"
O7944020,Le Riou Mort à Viviez [2],O794402002,Le Riou Mort à Viviez [2],STD,637378.0,6385502.0,26,2.211397696,44.565782496,1.0,,200000.0,3.0,12305,VIVIEZ,12,76,OCCITANIE,O81-0400,Riou Mort,http://id.eaufrance.fr/CEA/O81-0400,,2024-07-15T00:00:00Z,1974-07-01T00:00:00Z,,,1,20,1 2,1.0,2.0,"['POH015', 'POH115', 'POH034', 'POH901', 'BSH102', 'BSH159']",2024-07-15T00:00:00Z,2024-07-15T00:00:00Z,2024-07-15T00:00:00Z,AVEYRON,True,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.2113976955586336, 44.56578249628397]}"
O8020001,Le ruisseau des Douzes à Muret-le-Château,O802000101,Le ruisseau des Douzes à Muret-le-Château - Muret,STD,666159.0,6377233.0,26,2.574389669,44.493336782,0.0,,431.0,0.0,12165,MURET-LE-CHATEAU,12,76,OCCITANIE,O8020500,Ruisseau des Douzes,http://id.eaufrance.fr/CEA/O8020500,Muret,2025-02-28T00:00:00Z,1998-01-01T00:00:00Z,,,1,20,1 5,,,['500000017'],1998-01-01T00:00:00Z,2019-01-23T00:00:00Z,2019-01-23T00:00:00Z,AVEYRON,True,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.5743896694926685, 44.49333678249284]}"
O8160003,La Diège à Salles-Courbatiès,O816000301,La Diège à Salles-Courbatiès - Diege,STD,626026.0,6374798.0,26,2.070041008,44.46831633,0.0,,296.0,0.0,12252,SALLES-COURBATIES,12,76,OCCITANIE,O8160500,La Diège,http://id.eaufrance.fr/CEA/O8160500,Diege,2025-02-28T00:00:00Z,2009-01-01T00:00:00Z,,,1,20,1 5,,,['500000017'],2009-01-01T00:00:00Z,2019-01-23T00:00:00Z,2019-01-23T00:00:00Z,AVEYRON,True,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.0700410084083853, 44.468316329553105]}"
O8190001,Le ruisseau de Lantouy à Salvagnac-Cajarc,O819000101,Le ruisseau de Lantouy à Salvagnac-Cajarc - Lantouy,STD,608683.0,6374189.0,26,1.852153776,44.460780542,0.0,,154.0,0.0,12256,SALVAGNAC-CAJARC,12,76,OCCITANIE,O8190500,Ruisseau de Lantouy,http://id.eaufrance.fr/CEA/O8190500,Lantouy,2025-02-28T00:00:00Z,2009-01-01T00:00:00Z,,,1,20,1 5,,,['500000017'],2009-01-01T00:00:00Z,2019-01-23T00:00:00Z,2019-01-23T00:00:00Z,AVEYRON,True,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [1.8521537755099116, 44.46078054199728]}"
O3304010,La Dourbie à Dourbies [La Borie],O330401001,La Dourbie à Dourbies [La Borie],STD,743573.0,6330010.0,26,3.543912998,44.067741752,1.0,,,,30105,DOURBIES,30,76,OCCITANIE,O33-0400,La Dourbie,http://id.eaufrance.fr/CEA/O33-0400,,2021-05-12T00:00:00Z,1923-01-01T00:00:00Z,1967-01-01T00:00:00Z,,1,20,1 2,1.0,2.0,,,,,GARD,False,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [3.5439129981528295, 44.06774175243681]}"
O3305610,Le Lingas à Dourbies [Lingas],O330561001,Le Lingas à Dourbies [Lingas],STD,741530.0,6327764.0,26,3.518227392,44.047651423,1.0,,,,30105,DOURBIES,30,76,OCCITANIE,O3300560,Ruisseau du Lingas,http://id.eaufrance.fr/CEA/O3300560,,2021-05-12T00:00:00Z,1924-01-01T00:00:00Z,1967-01-01T00:00:00Z,,1,20,1 2,1.0,2.0,,,,,GARD,False,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [3.5182273916265796, 44.04765142267989]}"
O3314010,La Dourbie à Dourbies [Le Mazet],O331401001,La Dourbie à Dourbies [Le Mazet] - Ancienne,STD,737345.0,6330230.0,26,3.466188297,44.07008029,1.0,,,,30105,DOURBIES,30,76,OCCITANIE,O33-0400,La Dourbie,http://id.eaufrance.fr/CEA/O33-0400,Ancienne,2020-06-26T00:00:00Z,1926-01-01T00:00:00Z,1959-12-31T00:00:00Z,,1,20,1 2,1.0,2.0,,,,,GARD,False,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [3.466188296723215, 44.07008028998092]}"
O3314010,La Dourbie à Dourbies [Le Mazet],O331401002,La Dourbie à Dourbies [Le Mazet],STD,737351.0,6330221.0,26,3.466262531,44.06999897,1.0,Débits naturels,949000.0,2.0,30105,DOURBIES,30,76,OCCITANIE,O33-0400,La Dourbie,http://id.eaufrance.fr/CEA/O33-0400,,2024-08-05T00:00:00Z,1936-01-01T00:00:00Z,,,1,20,1 2,1.0,2.0,"['POH015', 'POH115', 'RIC053', 'POH034', 'RIC303', 'POH901']",1936-01-01T00:00:00Z,2013-11-18T00:00:00Z,2024-08-05T00:00:00Z,GARD,True,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [3.4662625312942064, 44.06999897018202]}"
O3345710,Le Bramabiau à Saint-Sauveur-Camprieu [Camprieu],O334571001,Le Bramabiau à Saint-Sauveur-Camprieu [Camprieu],STD,738797.0,6335301.0,26,3.484702153,44.115641679,1.0,,,,30297,SAINT-SAUVEUR-CAMPRIEU,30,76,OCCITANIE,O3340630,Le Bramabiau,http://id.eaufrance.fr/CEA/O3340630,,2021-05-12T00:00:00Z,1948-01-01T00:00:00Z,1967-01-01T00:00:00Z,,1,20,1 2,1.0,2.0,,,,,GARD,False,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [3.4847021526436257, 44.11564167945833]}"
O3354310,Le Trèvezel à Trèves,O335431001,Le Trèvezel à Trèves,STD,731212.0,6330862.0,26,3.389668605,44.076067525,1.0,,,,30332,TREVES,30,76,OCCITANIE,O33-0430,Le Trèvezel,http://id.eaufrance.fr/CEA/O33-0430,,2021-05-12T00:00:00Z,1925-01-01T00:00:00Z,1963-10-21T00:00:00Z,,1,20,1 2,1.0,2.0,,,,,GARD,False,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [3.389668604673116, 44.07606752470882]}"
